index,name,artist,release_date,length,popularity,danceability,acousticness,energy,tempo,valence
1112,Nutshell,Alice In Chains,1994,4.32,69,0.384,0.37,0.562,136.094,0.159
1132,No Excuses,Alice In Chains,1994,4.25955,65,0.527,0.0206,0.838,117.454,0.721
1148,Sure Shot,Beastie Boys,1994,3.327766667,57,0.692,0.388,0.799,97.978,0.549
1174,High Hopes,Pink Floyd,1994,8.516066667,60,0.52,0.202,0.411,75.235,0.28
1196,Seether,Veruca Salt,1994,3.276216667,53,0.612,0.00291,0.848,136.196,0.632
1372,Violet,Hole,1994,3.41555,59,0.287,0.049,0.78,167.278,0.383
1386,The Day I Tried To Live,Soundgarden,1994,5.3351,58,0.472,0.000164,0.752,133.248,0.305
1404,Blind,Korn,1994,4.304433333,64,0.283,0.00678,0.891,92.049,0.226
1418,Dead Souls,Various Artists,1994,4.894883333,51,0.506,0.000885,0.81,99.313,0.728
1477,Ants Marching,Dave Matthews Band,1994,4.519766667,62,0.637,0.0187,0.856,113.32,0.846
1554,Cornflake Girl,Tori Amos,1994,5.09155,60,0.631,0.4,0.638,133.739,0.812
1655,Immortality - Remastered,Pearl Jam,1994,5.3011,57,0.633,0.0798,0.543,129.089,0.118
1675,The Other Side,Aerosmith,1994,4.052216667,37,0.554,0.00901,0.939,126.86,0.826
1703,Babies,Pulp,1994,4.080433333,60,0.302,0.102,0.854,156.278,0.589
1747,Infected,Bad Religion,1994,4.126666667,56,0.49,0.00714,0.845,121.575,0.655
1889,Bad Habit,The Offspring,1994,3.731766667,56,0.354,0.0251,0.73,148.08,0.383
1947,Take It Back,Pink Floyd,1994,6.20375,51,0.469,0.133,0.602,112.427,0.131
1959,Can't Get Enough,Supergroove,1994,3.327766667,31,0.719,0.00213,0.879,108.124,0.813
1969,"Grace, Too",The Tragically Hip,1994,5.582216667,49,0.469,0.00438,0.543,83.717,0.182
1983,Bang And Blame,R.E.M.,1994,5.51555,47,0.694,0.141,0.584,120.949,0.444
2011,Faget,Korn,1994,5.8251,52,0.473,0.0224,0.844,88.431,0.44
2063,Roads,Portishead,1994,5.066216667,63,0.607,0.778,0.294,76.083,0.192
2114,She Is Suffering - Remastered,Manic Street Preachers,1994,4.70155,31,0.561,0.00646,0.672,111.921,0.21
2133,Bull In The Heather,Sonic Youth,1994,3.0811,47,0.642,0.103,0.619,129.043,0.423
2193,Wow And Flutter,Stereolab,1994,3.167183333,33,0.478,1.28E-06,0.751,131.511,0.51
2211,Breaking Into Heaven,The Stone Roses,1994,11.33221667,41,0.269,0.00116,0.894,92.168,0.201
2217,Glory Box,Portishead,1994,5.143766667,68,0.51,0.177,0.434,119.695,0.207
2290,It Could Be Sweet,Portishead,1994,4.286,52,0.668,0.698,0.52,153.963,0.556
2310,Sitting Inside My Head,Supergroove,1994,3.49555,50,0.607,0.000878,0.786,94.044,0.709
2364,Des Etoiles Electroniques,Stereolab,1994,3.332666667,20,0.254,0.665,0.105,183.663,0.503
2414,You Gotta Know Remix,Supergroove,1994,3.607766667,25,0.696,0.00186,0.929,115.982,0.7
2453,Mysterons,Portishead,1994,5.087333333,53,0.657,0.405,0.498,164.25,0.46
2541,Die in the Summertime - Remastered,Manic Street Preachers,1994,3.101333333,25,0.439,0.000165,0.82,116.446,0.377
2561,Parklife - 2012 Remaster,Blur,1994,3.084883333,61,0.627,0.121,0.891,138.79,0.722
2598,Davidian,Machine Head,1994,4.943766667,57,0.278,0.000535,0.937,154.244,0.29
2637,Numb,Portishead,1994,3.93,53,0.326,0.056,0.447,78.052,0.22
2750,Wandering Star,Portishead,1994,4.886666667,55,0.639,0.504,0.37,80.152,0.707
2952,Headache,Frank Black,1994,2.876,44,0.592,0.00215,0.953,131.76,0.881
2972,Suds & Soda,dEUS,1994,5.236666667,40,0.149,8.51E-05,0.79,170.289,0.39
3026,Always Gonna Love You,Gary Moore,1994,3.910666667,34,0.214,0.0531,0.539,189.333,0.227
3048,Car,Built To Spill,1994,2.9851,39,0.345,0.147,0.545,170.989,0.354
3051,Unglued - 2019 Remaster,Stone Temple Pilots,1994,2.571766667,47,0.441,0.000541,0.985,146.022,0.364
3106,Smooth Operator - Single Version,Sade,1994,4.31155,69,0.734,0.238,0.58,119.336,0.962
3150,Burn,Various Artists,1994,6.648883333,54,0.574,0.00175,0.915,104.042,0.508
3154,Screamager,Therapy?,1994,2.6151,47,0.277,0.000481,0.942,174.644,0.575
3218,Love Spreads,The Stone Roses,1994,5.784883333,59,0.435,0.00265,0.88,91.116,0.593
3393,Move,H-Blockx,1994,4.931916667,36,0.445,0.00283,0.905,209.293,0.542
3416,Coming Back to Life,Pink Floyd,1994,6.320683333,56,0.286,0.464,0.499,176.437,0.145
3433,Beercan,Beck,1994,4.005333333,41,0.773,0.00367,0.607,109.002,0.575
3476,Satellite,Dave Matthews Band,1994,4.860666667,56,0.711,0.176,0.686,125.373,0.57
3518,Big Dipper,Built To Spill,1994,4.163766667,41,0.685,0.0761,0.781,117.456,0.962
3523,5 Minutes Alone,Pantera,1994,5.790666667,61,0.504,0.000748,0.856,95.402,0.585
3527,Poles Apart,Pink Floyd,1994,7.051066667,52,0.162,0.3,0.411,61.418,0.247
3531,Gold Soundz,Pavement,1994,2.661766667,53,0.448,0.0676,0.609,126.457,0.493
3569,Block,Machine Head,1994,4.983333333,34,0.318,5.93E-05,0.99,103.372,0.141
3570,Vai Toma No Cu,Nailbomb,1994,4.788433333,32,0.382,2.38E-06,0.994,168.833,0.0672
3582,I Stay Away,Alice In Chains,1994,4.24,60,0.224,0.0446,0.782,81.794,0.267
3685,Deuces Are Wild,Aerosmith,1994,3.602883333,43,0.494,0.000261,0.769,74.934,0.328
3775,Starseed,Our Lady Peace,1994,4.067333333,49,0.516,0.000356,0.907,131.913,0.457
3824,So Real,Jeff Buckley,1994,4.7251,50,0.469,0.00515,0.625,76.786,0.325
3887,Shit Towne,Live,1994,3.8011,37,0.267,0.000283,0.885,128.384,0.449
3918,Don't Follow,Alice In Chains,1994,4.368883333,55,0.314,0.781,0.37,116.044,0.28
3919,"The More You Ignore Me, the Closer I Get - 2014 Remaster",Morrissey,1994,3.728216667,49,0.409,0.00428,0.66,173.879,0.793
3950,Pretty Penny - 2019 Remaster,Stone Temple Pilots,1994,3.722216667,41,0.604,0.801,0.417,127.915,0.397
4058,Here and Now,Letters To Cleo,1994,3.64355,45,0.456,0.00182,0.897,114.905,0.346
4065,What Do I Have to Do?,Stabbing Westward,1994,4.116,41,0.238,0.00139,0.5,86.318,0.0402
4125,Push,Moist,1994,3.840433333,26,0.286,2.28E-05,0.847,97.785,0.547
4147,Something's Always Wrong,Toad The Wet Sprocket,1994,4.948883333,47,0.537,0.0627,0.86,134.609,0.552
4212,Feel the Pain,Dinosaur Jr.,1994,4.326666667,62,0.34,0.00331,0.804,131.5,0.854
4275,Love Is Strong,The Rolling Stones,1994,3.814433333,47,0.53,0.0169,0.855,110.14,0.511
4280,Nautical Disaster,The Tragically Hip,1994,4.71155,46,0.439,0.00252,0.907,117.464,0.0395
4288,March Of The Pigs,Nine Inch Nails,1994,2.974883333,45,0.503,0.0218,0.903,134.462,0.0586
4307,Supernova,Liz Phair,1994,2.814,42,0.517,0.000362,0.758,130.708,0.705
4310,Mother Sky (from Deep End),CAN,1994,6.6051,31,0.456,0.00473,0.67,142.762,0.403
4408,So Hard Done By,The Tragically Hip,1994,3.478883333,42,0.67,0.00963,0.38,122.988,0.845
4481,Spin the Black Circle - Remastered,Pearl Jam,1994,2.79355,49,0.236,0.00063,0.99,217.913,0.141
4756,Shame,Stabbing Westward,1994,4.863766667,43,0.489,3.77E-05,0.863,108.415,0.196
4783,Thugs,The Tragically Hip,1994,4.722666667,29,0.517,0.000167,0.649,88.024,0.586
4787,Night in My Veins,Pretenders,1994,3.294433333,32,0.531,0.00684,0.918,136.052,0.898
4888,You Had Time,Ani DiFranco,1994,5.816666667,36,0.51,0.978,0.07,85.974,0.224
4889,Fanfare for the Common Man - Single Edit,"Emerson, Lake & Palmer",1994,2.989333333,48,0.376,0.415,0.439,74.461,0.262
4890,Tremor Christ - Remastered,Pearl Jam,1994,4.176666667,41,0.546,0.0229,0.727,77.746,0.598
4915,Keep Talking,Pink Floyd,1994,6.177766667,50,0.496,0.188,0.771,100.298,0.24
4992,You Don't Know How It Feels,Tom Petty,1994,4.824,66,0.765,0.119,0.502,144.204,0.836
5011,A Fool for Your Stockings,ZZ Top,1994,4.273316667,41,0.822,0.0344,0.614,115.321,0.593
5056,Cold Beverage,G. Love & Special Sauce,1994,2.564883333,44,0.664,0.659,0.75,100.703,0.906
5058,Whatever,Oasis,1994,6.3711,14,0.247,0.0418,0.913,91.157,0.34
5064,Half the World Away,Oasis,1994,4.45555,11,0.339,0.303,0.459,171.95,0.22
5079,You Freak Me,Supergroove,1994,4.322216667,21,0.321,3.09E-05,0.862,160.232,0.325
5177,Fall Down,Toad The Wet Sprocket,1994,3.373766667,49,0.472,0.146,0.856,151.972,0.774
5296,Sometimes Always,The Jesus and Mary Chain,1994,2.532666667,39,0.447,0.00106,0.725,116.286,0.597
5311,Don't Say Goodbye,The Exponents,1994,5.05155,0,0.379,1.50E-05,0.795,116.103,0.456
5364,Undone - The Sweater Song,Weezer,1994,5.092216667,64,0.457,0.00114,0.618,80.184,0.579
106,Wonderwall - Remastered,Oasis,1995,4.3122,40,0.372,0.000453,0.865,174.53,0.478
243,Fake Plastic Trees,Radiohead,1995,4.8451,69,0.454,0.167,0.229,73.552,0.134
260,Champagne Supernova - Remastered,Oasis,1995,7.522,65,0.294,0.465,0.825,150.338,0.122
268,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,1995,4.307766667,72,0.404,5.59E-05,0.72,121.864,0.475
294,Don't Speak,No Doubt,1995,4.392666667,68,0.52,0.247,0.709,76.039,0.536
492,More Human Than Human,White Zombie,1995,4.479333333,60,0.673,0.000367,0.911,101.467,0.54
501,Santa Monica,Everclear,1995,3.191766667,45,0.491,0.156,0.942,100.446,0.387
570,High And Dry,Radiohead,1995,4.291333333,72,0.418,0.0718,0.383,87.773,0.352
633,Hey Man Nice Shot,Filter,1995,5.240666667,65,0.479,0.00214,0.588,177.014,0.305
638,Common People,Pulp,1995,5.860433333,69,0.314,0.0057,0.797,145.393,0.569
644,Just A Girl,No Doubt,1995,3.486666667,64,0.638,0.0662,0.906,107.991,0.767
700,"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,1995,4.243766667,69,0.277,6.28E-05,0.67,148.342,0.217
787,Zero - Remastered 2012,The Smashing Pumpkins,1995,2.66955,63,0.438,3.49E-05,0.728,128.04,0.701
849,Don't Look Back In Anger - Remastered,Oasis,1995,4.825983333,32,0.333,0.0596,0.922,162.978,0.335
864,Lump,The Presidents Of The United States Of America,1995,2.236666667,68,0.499,0.00468,0.873,142.726,0.864
879,Tomorrow,Silverchair,1995,4.438,64,0.292,0.000658,0.714,151.412,0.462
903,Ruby Soho,Rancid,1995,2.62555,59,0.505,0.0201,0.938,161.842,0.961
939,All Mixed Up,311,1995,2.993333333,62,0.76,0.0104,0.702,92.324,0.659
1039,Breakfast At Tiffany's,Deep Blue Something,1995,4.28955,68,0.622,0.11,0.829,110.367,0.539
1042,Streets of Philadelphia - Single Edit,Bruce Springsteen,1995,3.251333333,73,0.741,0.294,0.29,93.699,0.443
1070,Aeroplane,Red Hot Chili Peppers,1995,4.7511,63,0.639,0.0446,0.839,101.447,0.603
1091,Cumbersome,Seven Mary Three,1995,3.94955,64,0.543,0.00811,0.79,80.923,0.339
1099,Big Me,Foo Fighters,1995,2.214,61,0.579,0.442,0.708,130.97,0.846
1109,My Friends,Red Hot Chili Peppers,1995,4.144,62,0.439,0.00565,0.709,81.331,0.319
1159,I Just Want You,Ozzy Osbourne,1995,4.935333333,52,0.252,0.000595,0.915,171.142,0.428
1357,The World I Know,Collective Soul,1995,4.257766667,63,0.514,0.0515,0.704,76.975,0.386
1391,Wynona's Big Brown Beaver,Primus,1995,4.3571,56,0.589,0.000345,0.973,129.473,0.576
1690,Stay,Lisa Loeb & Nine Stories,1995,3.062666667,60,0.676,0.454,0.592,80.316,0.337
1743,Pure Massacre,Silverchair,1995,4.977333333,52,0.226,0.000132,0.823,183.809,0.406
1789,Evidence - 2016 Remaster,Faith No More,1995,4.893333333,53,0.678,0.046,0.801,98.008,0.627
1893,Peaches,The Presidents Of The United States Of America,1995,2.86155,65,0.417,0.0146,0.849,94.267,0.594
1913,Connection,Elastica,1995,2.341333333,50,0.684,0.000351,0.694,121.342,0.882
1954,I'll Stick Around,Foo Fighters,1995,3.87555,57,0.306,0.00254,0.985,133.963,0.255
1960,Geek Stink Breath,Green Day,1995,2.254883333,47,0.51,5.11E-05,0.996,131.268,0.791
2006,Excuse Me Mr.,No Doubt,1995,3.078883333,39,0.329,0.00377,0.953,145.712,0.657
2007,Kitty,The Presidents Of The United States Of America,1995,3.38555,48,0.498,0.0799,0.801,92.126,0.55
2035,Power - Remastered version,Clawfinger,1995,3.224433333,23,0.63,0.00453,0.988,99.947,0.6
2119,Some Might Say - Remastered,Oasis,1995,5.465333333,53,0.266,0.171,0.934,110.268,0.07
2183,Ground On Down,Ben Harper,1995,4.899333333,43,0.521,0.31,0.811,170.559,0.537
2235,Don't Tell Me (What Love Can Do),Van Halen,1995,5.933766667,47,0.637,0.00455,0.794,105.957,0.657
2333,Earth Song,Michael Jackson,1995,6.767333333,64,0.501,0.482,0.439,138.377,0.145
2337,Water's Edge,Seven Mary Three,1995,3.846666667,52,0.6,0.00121,0.683,118.604,0.329
2433,Where The River Flows,Collective Soul,1995,3.597766667,56,0.733,0.335,0.724,127.632,0.964
2451,For All the Cows,Foo Fighters,1995,3.487333333,42,0.366,0.0323,0.542,124.631,0.513
2479,The Bomb (These Sounds Fall Into My Mind),The Bucketheads,1995,3.382233333,54,0.782,0.0027,0.874,125.917,0.872
2504,Sorted For E's & Wizz,Pulp,1995,3.7971,48,0.373,0.272,0.768,91.785,0.527
2626,Sunday Morning,No Doubt,1995,4.5511,54,0.581,0.0118,0.806,157.129,0.779
2768,These Days,Bon Jovi,1995,6.463766667,56,0.338,0.0271,0.834,131.429,0.211
2781,Army of Me,Björk,1995,3.90555,51,0.462,0.00786,0.677,172.192,0.468
2795,Everything Changes,Matthew Sweet,1995,3.818883333,13,0.494,0.136,0.287,125.026,0.318
2881,Digging the Grave,Faith No More,1995,3.063333333,44,0.248,8.49E-05,0.977,163.076,0.769
2989,Hang On Sloopy,The McCoys,1995,3.863333333,56,0.764,0.167,0.516,115.255,0.936
3028,Lord of the Flies - 2015 Remaster,Iron Maiden,1995,5.060433333,35,0.305,0.0351,0.863,163.613,0.331
3044,Not When I Need It,Matthew Sweet,1995,3.462,18,0.217,0.0651,0.618,176.932,0.397
3166,Heroin Girl,Everclear,1995,2.39,44,0.363,0.00771,0.984,149.819,0.346
3168,Replica,Fear Factory,1995,3.956,52,0.574,3.69E-05,0.943,112.009,0.72
3178,Stars,Hum,1995,5.151766667,54,0.271,0.000285,0.742,91.844,0.148
3191,Haunted,Six Feet Under,1995,3.167333333,19,0.365,0.000117,0.913,97.594,0.511
3205,Simple,Collective Soul,1995,3.749766667,34,0.583,0.0926,0.919,91.069,0.524
3227,Most People I Know,Billy Thorpe & The Aztecs,1995,4.283766667,17,0.418,0.554,0.358,121.882,0.825
3228,"Paris, Texas",Ry Cooder,1995,2.912666667,55,0.359,0.945,0.00681,128.713,0.205
3289,M+M's,blink-182,1995,2.662883333,52,0.194,1.60E-05,0.871,159.41,0.752
3298,Cornbag,Head Like A Hole,1995,3.796,16,0.342,5.66E-05,0.984,120.706,0.738
3316,Heartspark Dollarsign,Everclear,1995,2.86955,34,0.356,0.00148,0.988,138.263,0.36
3328,Song For Whoever - Single Version,The Beautiful South,1995,4.074433333,28,0.516,0.672,0.382,133.659,0.281
3499,In the Blood,Better Than Ezra,1995,4.544,42,0.324,0.000332,0.754,150.252,0.551
3510,Not An Addict,K's Choice,1995,4.793333333,46,0.276,0.000242,0.661,168.785,0.321
3529,Baby Did a Bad Bad Thing,Chris Isaak,1995,2.90755,50,0.547,0.349,0.434,152.913,0.57
3593,Asche zu Asche,Rammstein,1995,3.862216667,59,0.578,0.00293,0.912,169.981,0.698
3601,Happy Now?,No Doubt,1995,3.708433333,39,0.404,0.0033,0.839,157.96,0.474
3654,23 Minutes in Brussels,Luna,1995,6.6791,44,0.58,0.0381,0.454,93.906,0.612
3720,Grind,Alice In Chains,1995,4.744,50,0.393,0.000146,0.882,88.417,0.364
3724,Give Me the Night - Edit,George Benson,1995,3.659333333,58,0.867,0.343,0.79,110.048,0.814
3728,Perry Mason,Ozzy Osbourne,1995,5.896666667,55,0.349,4.70E-05,0.895,135.157,0.478
3768,Gloria,Laura Branigan,1995,4.917766667,64,0.775,0.135,0.866,131.338,0.875
3776,Street Spirit (Fade Out),Radiohead,1995,4.230883333,62,0.488,0.314,0.453,138.077,0.129
3794,Love Is All Around - From "Four Weddings And A Funeral",Wet Wet Wet,1995,4.104,70,0.523,0.228,0.689,84.09,0.547
3795,Congo Square,Sonny Landreth,1995,6.337766667,44,0.52,0.105,0.905,174.267,0.896
3817,Misery,Soul Asylum,1995,4.406,42,0.38,4.86E-05,0.643,113.674,0.297
3836,Gel,Collective Soul,1995,2.972666667,49,0.6,0.0995,0.85,143.173,0.671
3850,Coming Up Roses,Elliott Smith,1995,3.176216667,38,0.532,0.186,0.296,94.109,0.242
3884,Disco 2000,Pulp,1995,4.55955,64,0.565,0.0132,0.902,133.11,0.544
3892,Don't Let It Bring You Down,Annie Lennox,1995,3.61555,48,0.415,0.752,0.478,68.803,0.304
3923,Burn One Down,Ben Harper,1995,3.5271,59,0.857,0.573,0.404,105.068,0.302
4103,My Guitar Lies Bleeding In My Arms,Bon Jovi,1995,5.698216667,37,0.359,0.0894,0.611,75.947,0.0859
4145,Wake up Boo!,The Boo Radleys,1995,3.6311,51,0.471,0.0725,0.896,144.838,0.555
4148,Daydreamer,Menswear,1995,2.276216667,31,0.659,0.0148,0.733,110.257,0.875
4152,Alright,Supergrass,1995,3.014666667,72,0.467,0.000479,0.958,145.92,0.701
4155,Lager & Ale,Kim Mitchell,1995,3.271766667,33,0.582,6.42E-05,0.828,129.26,0.496
4157,Again,Alice In Chains,1995,4.083333333,51,0.55,0.000707,0.868,123.153,0.405
4181,If That's What It Takes,Bon Jovi,1995,5.283333333,36,0.537,0.0699,0.882,92.884,0.431
4325,Somebody's Crying,Chris Isaak,1995,2.804666667,44,0.539,0.231,0.579,114.339,0.718
4331,The Power of Love,Jennifer Rush,1995,4.47,63,0.521,0.452,0.654,139.071,0.125
4376,Sister,The Nixons,1995,4.48,49,0.331,0.00126,0.77,170.805,0.393
4379,(Oh la la) Jag vill ha dej,Ulf Lundell,1995,4.598883333,49,0.617,0.0158,0.693,136.88,0.897
4450,Angry Johnny,Poe,1995,4.30665,40,0.545,0.667,0.495,176.916,0.614
4460,Runaway,The Corrs,1995,4.418883333,63,0.423,0.641,0.598,151.972,0.521
4504,Long Way Down,The Goo Goo Dolls,1995,3.4751,48,0.326,0.00105,0.926,168.49,0.462
4508,Thirty-Three - Remastered 2012,The Smashing Pumpkins,1995,4.17155,53,0.607,0.000968,0.333,126.619,0.0802
4629,Sail Away To Avalon,Ayreon,1995,4.038216667,19,0.25,0.000897,0.643,171.94,0.285
4650,Hand in My Pocket - 2015 Remaster,Alanis Morissette,1995,3.700216667,66,0.657,0.135,0.655,92.259,0.668
4659,Cathy's Clown,You Am I,1995,2.417766667,37,0.419,1.95E-05,0.927,139.619,0.561
4814,I Believe,Blessid Union Of Souls,1995,4.45745,47,0.491,0.653,0.458,141.724,0.238
4846,Sick of Myself,Matthew Sweet,1995,3.642666667,32,0.433,0.0126,0.829,122.733,0.822
4938,Everybody Wants You - Remastered 1995,Billy Squier,1995,3.788883333,34,0.531,0.263,0.894,131.781,0.946
4983,Everything Falls Apart,Dog's Eye View,1995,3.902216667,49,0.573,0.0465,0.818,128.987,0.789
5274,I Got A Girl,Tripping Daisy,1995,4.0951,51,0.617,0.00968,0.838,134.639,0.686
5292,Easy To Tame,Kim Mitchell,1995,4.230666667,25,0.596,0.0232,0.694,72.006,0.64
5312,J.A.R. (Jason Andrew Relva),Angus,1995,2.84955,18,0.396,0.000168,0.954,91.362,0.807
5358,Waking Up,Elastica,1995,3.261766667,35,0.459,0.00323,0.972,137.895,0.561
5367,1979 - Remastered 2012,The Smashing Pumpkins,1995,4.436666667,75,0.767,0.0163,0.787,126.879,0.964
183,"Anarchy In The U.K. - Live From Finsbury Park,London,United Kingdom/1996",Sex Pistols,1996,3.54155,30,0.273,7.14E-05,0.953,134.887,0.285
354,The Beautiful People,Marilyn Manson,1996,3.6471,72,0.621,0.000779,0.834,143.973,0.937
361,What I Got,Sublime,1996,2.848433333,72,0.804,0.00877,0.696,95.721,0.657
363,Do You Feel Like We Do,Peter Frampton,1996,13.91443333,52,0.314,0.052,0.544,106.597,0.361
405,Where It's At,Beck,1996,5.515766667,53,0.68,0.169,0.671,96.941,0.532
419,Bulls On Parade,Rage Against The Machine,1996,3.824433333,74,0.412,0.0124,0.919,166.367,0.572
445,Santeria,Sublime,1996,3.045766667,75,0.682,0.0268,0.765,90.807,0.567
457,The Distance,Cake,1996,2.994216667,64,0.463,0.00796,0.749,183.048,0.888
561,Stinkfist,TOOL,1996,5.202,65,0.286,0.000174,0.728,171.454,0.467
582,Wrong Way,Sublime,1996,2.2691,65,0.69,0.0623,0.681,75.034,0.911
710,Time Has Come Today,The Chambers Brothers,1996,4.848883333,51,0.528,0.0252,0.514,122.872,0.44
769,Burden In My Hand,Soundgarden,1996,4.8351,61,0.319,0.00534,0.803,183.031,0.589
827,Devils Haircut,Beck,1996,3.21555,51,0.686,0.175,0.729,123.546,0.79
829,Pepper,Butthole Surfers,1996,4.954433333,65,0.631,0.00589,0.804,79.898,0.671
842,Leader Of The Pack,The Shangri-Las,1996,2.85555,53,0.423,0.708,0.55,119.702,0.313
988,If You Could Only See,Tonic,1996,4.35865,65,0.433,0.00264,0.946,95.169,0.578
1073,Cum on Feel the Noize,Quiet Riot,1996,4.79,67,0.441,0.000183,0.908,145.439,0.632
1093,Forty Six & 2,TOOL,1996,6.0511,67,0.375,0.00155,0.682,159.231,0.391
1136,Hero Of The Day,Metallica,1996,4.36155,50,0.351,0.000107,0.9,116.023,0.777
1311,6 Underground,Sneaker Pimps,1996,3.814,51,0.587,0.0281,0.687,169.938,0.402
1320,The Freshmen,The Verve Pipe,1996,4.4911,63,0.571,0.0757,0.505,99.562,0.276
1428,Lovefool,The Cardigans,1996,3.23155,67,0.64,0.0646,0.602,111.87,0.951
1445,Little Darlin',The Diamonds,1996,2.15555,54,0.631,0.536,0.587,152.851,0.664
1463,Where the Wild Roses Grow - 2011 - Remaster,Nick Cave & The Bad Seeds,1996,3.951333333,61,0.336,0.378,0.47,154.649,0.163
1486,Remember (Walkin' In The Sand),The Shangri-Las,1996,2.302216667,52,0.285,0.733,0.513,66.344,0.369
1490,Roots Bloody Roots,Sepultura,1996,3.53755,61,0.428,0.000337,0.874,119.708,0.261
1518,Lady Picture Show,Stone Temple Pilots,1996,4.1051,46,0.343,0.0148,0.936,156.905,0.522
1565,"April 29, 1992 (Miami)",Sublime,1996,3.89,43,0.752,0.0145,0.688,78.937,0.72
1588,Swallowed - Remastered,Bush,1996,4.850883333,52,0.253,0.0014,0.565,179.492,0.127
1738,Too Much,Dave Matthews Band,1996,4.360433333,34,0.579,0.00856,0.935,114.753,0.75
1782,Weak,Skunk Anansie,1996,3.558216667,51,0.53,0.00365,0.84,94.43,0.486
1790,People of the Sun,Rage Against The Machine,1996,2.5011,58,0.53,0.00407,0.871,93.046,0.706
1798,The Old Apartment,Barenaked Ladies,1996,3.499333333,55,0.467,0.0448,0.664,159.858,0.642
1867,Attitude,Sepultura,1996,4.256666667,47,0.475,0.00141,0.942,80.356,0.178
1883,Here In Your Bedroom,Goldfinger,1996,3.18,52,0.489,0.00187,0.767,171.655,0.945
1900,Popular,Nada Surf,1996,3.676433333,53,0.444,0.00751,0.884,94.82,0.296
1912,Ahead By A Century - Live,The Tragically Hip,1996,5.427766667,22,0.482,0.00429,0.869,136.413,0.216
1934,Tripping Billies,Dave Matthews Band,1996,5.007333333,48,0.569,0.000496,0.932,120.858,0.944
1938,If It Makes You Happy,Sheryl Crow,1996,5.414,60,0.541,0.0409,0.692,95.446,0.303
1946,The Outlaw Torn,Metallica,1996,9.81,41,0.621,0.00026,0.725,118.515,0.418
