index,name,artist,release_date,length,popularity,danceability,acousticness,energy,tempo,valence
1638,Soon,My Bloody Valentine,1991,6.978433333,44,0.425,6.64E-06,0.839,109.575,0.705
1770,Boom Boom (Out Go The Lights) - Live,Pat Travers,1991,5.06,24,0.287,0.0023,0.929,172.84,0.524
1774,Proud Mary,Ike & Tina Turner,1991,4.952216667,49,0.611,0.495,0.396,99.71,0.754
1792,Don't Tread On Me,Metallica,1991,4.00555,58,0.677,0.00546,0.835,108.003,0.689
1810,Estranged,Guns N' Roses,1991,9.398216667,64,0.359,0.0105,0.762,89.259,0.167
1890,To Be With You - 2010 Remastered Version,Mr. Big,1991,3.508,72,0.688,0.286,0.375,83.635,0.45
1923,Always On The Run,Lenny Kravitz,1991,3.884433333,55,0.52,0.0215,0.875,169.214,0.887
2050,I Ain't Superstitious,Jeff Beck,1991,4.883766667,29,0.421,0.536,0.596,167.873,0.516
2158,Three Pistols,The Tragically Hip,1991,3.807766667,43,0.569,0.00135,0.881,132.384,0.777
2223,Treaty - Radio Mix,Yothu Yindi,1991,4.06555,49,0.708,4.34E-05,0.849,122.308,0.824
2349,Perpetual Dawn,The Orb,1991,9.538216667,32,0.798,0.0168,0.786,102.742,0.38
2416,On A Plain,Nirvana,1991,3.240433333,54,0.428,0.000119,0.946,133.26,0.358
2445,Something To Talk About,Bonnie Raitt,1991,3.792883333,62,0.795,0.0631,0.64,102.633,0.954
2724,Mustang Sally,The Commitments,1991,4.0311,56,0.744,0.011,0.735,115.062,0.891
2806,Sing - 2012 Remaster,Blur,1991,6.016216667,45,0.375,0.0232,0.658,148.051,0.506
2858,Movin' on Up,Primal Scream,1991,3.804433333,63,0.516,0.103,0.76,94.249,0.573
2876,Hammer To Fall - Remastered 2011,Queen,1991,3.638666667,64,0.428,0.315,0.787,128.582,0.523
2973,Kiss Them For Me,Siouxsie and the Banshees,1991,4.6191,50,0.6,0.187,0.949,99.387,0.752
2991,She's Gone,STEELHEART,1991,6.526,49,0.401,0.00422,0.497,136.919,0.145
3015,Drain You,Nirvana,1991,3.731333333,60,0.325,0.000129,0.929,133.358,0.198
3059,Right Next Door To Hell,Guns N' Roses,1991,3.03555,53,0.374,0.0108,0.995,100.656,0.131
3117,Verse Chorus Verse - Boombox Rehearsals,Nirvana,1991,3.20555,35,0.529,0.0763,0.965,135.034,0.907
3126,It's Only Natural,Crowded House,1991,3.53955,56,0.747,0.167,0.528,116.259,0.85
3127,Wasted Time,Skid Row,1991,5.813333333,56,0.36,0.0113,0.881,84.861,0.295
3187,Don't Tread On Me,Metallica,1991,4.004883333,55,0.674,0.00453,0.833,107.991,0.682
3201,Headlong - Remastered 2011,Queen,1991,4.62955,57,0.566,0.192,0.912,143.982,0.372
3234,Holier Than Thou,Metallica,1991,3.794,57,0.471,0.000322,0.956,172.15,0.315
3285,Miss Freelove '69,Hoodoo Gurus,1991,4.2091,27,0.52,0.0772,0.977,131.333,0.671
3344,I'll Cry For You,Europe,1991,5.354433333,47,0.541,0.00304,0.742,99.032,0.342
3389,Victory Day - Live,Tom Cochrane,1991,5.776883333,10,0.51,0.00191,0.964,122.796,0.417
3400,I Can't Make You Love Me,Bonnie Raitt,1991,5.549333333,68,0.588,0.846,0.149,124.689,0.113
3536,Valerie Loves Me,Material Issue,1991,3.083333333,37,0.466,0.00999,0.74,185.281,0.659
3563,Papa Don't Take No Mess,James Brown,1991,4.388216667,39,0.835,0.193,0.711,96.69,0.672
3594,Yesterdays,Guns N' Roses,1991,3.270433333,61,0.363,0.0666,0.849,170.627,0.429
3621,Four Seasons In One Day,Crowded House,1991,2.836,52,0.517,0.816,0.261,89.221,0.492
3668,When Something Is Wrong With My Baby (feat. John Farnham) - Live At The Palais,Jimmy Barnes,1991,6.028666667,2,0.5,0.288,0.815,125.922,0.504
3693,Pain Lies On The Riverside,Live,1991,5.194433333,52,0.422,0.00449,0.903,123.838,0.882
3750,Laugh 'n' A1/2,D-A-D,1991,3.530433333,40,0.602,0.719,0.467,130.213,0.734
3774,Love of the Common People,Paul Young,1991,3.678883333,59,0.744,0.0883,0.609,90.723,0.893
3815,Bro Hymn,Pennywise,1991,3.014883333,61,0.408,0.0118,0.82,98.288,0.382
3853,Girlfriend,Matthew Sweet,1991,3.666666667,52,0.529,0.00901,0.714,120.598,0.814
3982,Poundcake,Van Halen,1991,5.361766667,45,0.487,0.000662,0.948,105.395,0.242
4049,No Regrets - Remastered,Tom Cochrane,1991,4.652433333,36,0.59,0.00685,0.965,114.072,0.515
4060,Of Wolf And Man,Metallica,1991,4.27555,57,0.626,0.00106,0.749,121.776,0.493
4082,Stand Back,Stevie Nicks,1991,4.95155,57,0.638,0.00736,0.783,115.269,0.637
4160,I Touch Myself,Divinyls,1991,3.794,63,0.66,0.181,0.711,109.328,0.726
4178,I Am One - Remastered 2011,The Smashing Pumpkins,1991,4.114216667,40,0.486,8.30E-06,0.729,107.545,0.798
4195,The Fly,U2,1991,4.484216667,49,0.507,3.52E-05,0.934,108.345,0.417
4268,Diamonds and Pearls,Prince,1991,4.754433333,49,0.549,0.0532,0.547,81.05,0.288
4330,Radio Song,R.E.M.,1991,4.252216667,47,0.606,0.0593,0.945,113.071,0.579
4373,Prisoners In Paradise,Europe,1991,5.6151,42,0.388,0.0443,0.561,141.45,0.3
4393,The Things That I Used To Do,Guitar Slim,1991,3.00755,47,0.48,0.812,0.303,98.282,0.643
4416,My Friend Of Misery,Metallica,1991,6.796216667,55,0.582,0.000283,0.819,119.513,0.394
4449,Fall At Your Feet,Crowded House,1991,3.313333333,62,0.65,0.457,0.371,102.583,0.561
4488,Better,The Screaming Jets,1991,4.62,50,0.52,0.000337,0.636,101.394,0.387
4546,Green-Tinted Sixties Mind - 2010 Remastered Version,Mr. Big,1991,3.506883333,44,0.448,0.0212,0.767,106.365,0.254
4617,Rush You,Baby Animals,1991,4.184433333,24,0.543,0.0096,0.757,116.54,0.428
4798,Brother - With vocals,Pearl Jam,1991,3.998216667,29,0.425,0.000239,0.904,92.328,0.412
4979,Long Time Running,The Tragically Hip,1991,4.384433333,51,0.416,0.852,0.165,157.898,0.205
5192,Superman's Song,Crash Test Dummies,1991,4.52015,43,0.406,0.613,0.124,168.4,0.316
5309,When You Sleep,My Bloody Valentine,1991,4.198883333,58,0.4,0.000295,0.82,128.894,0.135
5337,Rush,Big Audio Dynamite,1991,4.28555,52,0.791,0.137,0.768,124.077,0.722
5353,Shiny Happy People,R.E.M.,1991,3.7631,72,0.452,0.0313,0.909,124.623,0.805
77,Killing In The Name,Rage Against The Machine,1992,5.226216667,78,0.466,0.0266,0.833,88.785,0.661
133,Plush - 2017 Remaster,Stone Temple Pilots,1992,5.232433333,62,0.426,0.00671,0.94,144.49,0.466
269,Would?,Alice In Chains,1992,3.446216667,71,0.305,0.000332,0.832,100.677,0.585
286,Everybody Hurts,R.E.M.,1992,5.337766667,75,0.467,0.615,0.324,94.301,0.166
291,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,1992,4.666666667,72,0.695,0.8,0.336,79.109,0.422
335,Rooster,Alice In Chains,1992,6.238883333,69,0.269,0.0307,0.551,144.408,0.202
417,Gimme All Your Lovin',ZZ Top,1992,3.999766667,51,0.655,0.0505,0.785,119.852,0.706
454,No Rain,Blind Melon,1992,3.618433333,74,0.389,0.619,0.476,148.117,0.566
573,Friday I'm in Love,The Cure,1992,3.573333333,66,0.526,0.000972,0.762,136.203,0.505
617,Man On The Moon,R.E.M.,1992,5.236216667,68,0.667,0.42,0.699,118.567,0.655
646,Runaway Train,Soul Asylum,1992,4.4311,70,0.613,0.0132,0.72,117.341,0.561
867,September Gurls,Big Star,1992,2.8011,33,0.373,0.000199,0.85,114.029,0.629
902,Creep - 2017 Remaster,Stone Temple Pilots,1992,5.5731,60,0.662,0.00483,0.485,107.767,0.171
950,Hey Jealousy,Gin Blossoms,1992,3.940666667,54,0.479,0.000236,0.787,152.875,0.45
999,Sex Type Thing - 2017 Remaster,Stone Temple Pilots,1992,3.630216667,59,0.404,1.39E-06,0.925,134.177,0.773
1000,What's Up?,4 Non Blondes,1992,4.92555,79,0.565,0.161,0.564,134.355,0.454
1031,Thunder Kiss '65,White Zombie,1992,3.901333333,65,0.684,0.000613,0.851,112.662,0.512
1075,Smoke Two Joints,Sublime,1992,2.890433333,62,0.761,0.00469,0.687,95.089,0.316
1121,Wicked Garden,Stone Temple Pilots,1992,4.088,50,0.21,1.04E-05,0.945,154.639,0.372
1249,Keep The Faith,Bon Jovi,1992,5.77555,58,0.569,0.00108,0.968,117.783,0.568
1250,Nearly Lost You,Screaming Trees,1992,4.118216667,55,0.166,3.84E-05,0.971,202.234,0.434
1351,Down In A Hole,Alice In Chains,1992,5.6371,63,0.359,0.0133,0.794,97.188,0.423
1367,God Gave Rock 'N' Roll To You II,KISS,1992,5.3371,55,0.444,0.112,0.735,145.244,0.347
1390,Everything About You,Ugly Kid Joe,1992,4.336666667,58,0.522,0.00936,0.79,122.585,0.743
1394,State of Love and Trust,Various Artists,1992,3.786666667,56,0.326,0.00035,0.894,165.193,0.664
1431,Black Metallic,Catherine Wheel,1992,7.3151,41,0.245,0.102,0.413,149.765,0.0872
1458,Who Do You Love?,George Thorogood & The Destroyers,1992,4.336,57,0.524,0.00525,0.91,107.237,0.59
1505,Detachable Penis,King Missile,1992,3.387333333,44,0.693,0.0513,0.767,111.421,0.822
1529,Bed Of Roses,Bon Jovi,1992,6.573333333,73,0.309,0.101,0.596,164.587,0.161
1628,Walk,Pantera,1992,5.252,73,0.43,0.000155,0.704,118.242,0.703
1652,Easy,Faith No More,1992,3.116,68,0.506,0.339,0.554,124.724,0.375
1685,Somebody to Shove,Soul Asylum,1992,3.24555,51,0.434,0.00336,0.909,162.235,0.356
1752,Teen Angst (What The World Needs Now),Cracker,1992,4.24,46,0.398,0.00315,0.947,157.032,0.563
1754,Unsung,Helmet,1992,3.94,61,0.311,6.74E-05,0.814,160.303,0.731
1757,Mouth for War,Pantera,1992,3.955766667,58,0.329,4.20E-06,0.954,156.899,0.627
1884,"If I Had $1,000,000",Barenaked Ladies,1992,4.44555,59,0.644,0.378,0.433,80.161,0.761
1919,Sinking Like A Sunset,Tom Cochrane,1992,5.77555,35,0.61,0.027,0.698,103.049,0.577
2013,Why Does Love Do This To Me,The Exponents,1992,3.428883333,26,0.65,0.16,0.624,128.268,0.573
2054,Crucify,Tori Amos,1992,4.982883333,40,0.524,0.261,0.556,82.963,0.434
2097,The Sidewinder Sleeps Tonite,R.E.M.,1992,4.156,53,0.647,0.056,0.842,123.376,0.777
2120,Only Love Can Break Your Heart,Saint Etienne,1992,4.487333333,52,0.587,3.41E-05,0.805,102.402,0.744
2173,When I Look Into Your Eyes,Firehouse,1992,3.997766667,61,0.396,0.00288,0.612,146.759,0.241
2262,LSI (Love Sex Intelligence),The Shamen,1992,3.726883333,19,0.664,0.001,0.887,126.82,0.837
2346,Kayleigh,Marillion,1992,4.056883333,57,0.562,0.0188,0.671,106.002,0.595
2619,Jingle Bell Rock,Bobby Helms,1992,2.182883333,84,0.754,0.643,0.424,119.705,0.806
2642,Sliver,Nirvana,1992,2.274883333,58,0.428,1.16E-05,0.684,141.336,0.419
2671,Son Of A Gun,The Vaselines,1992,3.762666667,45,0.531,0.5,0.943,144.746,0.778
2841,Love Like Blood,Killing Joke,1992,4.424433333,55,0.411,0.0319,0.645,124.458,0.433
2920,Body Count's in the House,Body Count,1992,3.403333333,48,0.478,0.0328,0.953,96.622,0.407
2941,The One,Elton John,1992,5.886,53,0.426,0.0163,0.647,75.944,0.311
2942,Them Bones,Alice In Chains,1992,2.4911,66,0.159,0.0235,0.946,164.997,0.309
3175,Freedom,Rage Against The Machine,1992,6.10555,52,0.503,0.000893,0.678,112.277,0.501
3208,Bad Luck,Social Distortion,1992,4.416216667,46,0.551,0.0202,0.936,124.748,0.519
3226,Nice To Luv You,54-40,1992,4.372666667,29,0.561,0.00344,0.647,117.974,0.464
3237,"What God Wants, Pt. I",Roger Waters,1992,6.004883333,38,0.582,0.0753,0.616,79.524,0.553
3240,Dizz Knee Land,Dada,1992,4.108883333,51,0.58,0.0113,0.718,102.734,0.462
3277,Harvest Moon,Neil Young,1992,5.05355,72,0.648,0.526,0.309,112.929,0.407
3296,Wake Up,Rage Against The Machine,1992,6.064216667,64,0.411,0.00563,0.893,170.407,0.513
3345,Another Day,Dream Theater,1992,4.385333333,55,0.454,0.00223,0.614,140.56,0.343
3462,Jesus Built My Hotrod,Ministry,1992,4.876433333,55,0.541,4.33E-06,0.91,125.076,0.397
3491,Cats In The Cradle,Ugly Kid Joe,1992,4.03155,65,0.511,0.13,0.517,75.67,0.433
3519,Time Machine - 2008 Remaster,Black Sabbath,1992,4.25955,24,0.359,0.00167,0.949,80.367,0.348
3574,A Letter To Elise,The Cure,1992,5.204,56,0.53,0.189,0.592,150.224,0.795
3585,Rock Me,Steppenwolf,1992,3.6471,37,0.6,0.0638,0.852,126.201,0.844
3603,It's A Shame About Ray - Remastered,The Lemonheads,1992,3.117333333,49,0.645,0.00164,0.792,131.393,0.705
3642,Better Days,Bruce Springsteen,1992,4.093766667,40,0.552,0.283,0.805,120.514,0.635
3666,Damn I Wish I Was Your Lover,Sophie B. Hawkins,1992,5.387766667,54,0.546,0.22,0.781,95.032,0.539
3678,Confetti - Remastered,The Lemonheads,1992,2.745766667,35,0.571,0.000661,0.934,120.727,0.474
3876,Let's Get Rocked,Def Leppard,1992,4.932616667,55,0.564,0.0109,0.888,91.989,0.526
3900,Viva Las Vegas,ZZ Top,1992,4.775766667,46,0.611,0.00374,0.916,120.005,0.676
3904,"Girl, You'll Be a Woman Soon",Urge Overkill,1992,3.160433333,63,0.514,0.0698,0.584,114.142,0.558
4003,Be Quick or Be Dead - 2015 Remaster,Iron Maiden,1992,3.394216667,38,0.319,9.40E-05,0.965,127.721,0.624
4023,Bullet In The Head,Rage Against The Machine,1992,5.111333333,59,0.431,0.00673,0.855,163.014,0.397
4127,I Wanna Go Home,Sator,1992,3.711766667,46,0.458,0.000476,0.718,168.284,0.696
4177,Human Touch,Bruce Springsteen,1992,6.48,61,0.651,0.00244,0.516,115.154,0.453
4193,Thorn In My Pride,The Black Crowes,1992,6.064883333,47,0.556,0.0455,0.839,143.15,0.538
4266,The Hippy Hippy Shake,The Swinging Blue Jeans,1992,1.767766667,52,0.551,0.346,0.686,70.959,0.982
4340,Where'd You Go,The Mighty Mighty Bosstones,1992,3.446666667,47,0.664,0.0661,0.693,138.274,0.973
4489,"I'm Bad, I'm Nationwide",ZZ Top,1992,4.774883333,47,0.429,0.451,0.627,205.642,0.912
4542,Galileo,Indigo Girls,1992,4.216,50,0.49,0.708,0.701,102.504,0.785
4547,Free Your Mind,En Vogue,1992,4.885083333,55,0.765,0.0894,0.831,100.026,0.809
4573,Found Out About You,Gin Blossoms,1992,3.89,55,0.539,0.00224,0.826,134.718,0.669
4641,Tip Of My Tongue,Diesel,1992,4.244,58,0.658,0.0175,0.67,97.93,0.846
4672,Make You a Believer,Sass Jordan,1992,4.716666667,38,0.392,0.145,0.952,95.292,0.697
4894,Midlife Crisis,Faith No More,1992,4.3311,59,0.669,0.00113,0.656,108.098,0.464
5004,Sweating Bullets - Remastered 2004,Megadeth,1992,5.450666667,57,0.325,0.000319,0.856,69.955,0.652
5239,Good Stuff,The B-52's,1992,5.918216667,39,0.754,0.0038,0.78,120.143,0.923
5319,See You Someday,Lillian Axe,1992,5.447333333,10,0.203,0.0924,0.721,149.741,0.227
5320,Listening Wind - Remastered,Talking Heads,1992,4.6911,7,0.723,0.512,0.796,144.14,0.931
5437,Roundabout,Yes,1992,8.539766667,44,0.412,0.115,0.842,132.534,0.382
25,Creep,Radiohead,1993,3.977333333,82,0.515,0.0102,0.43,91.841,0.104
194,All Apologies,Nirvana,1993,3.886216667,69,0.446,0.0793,0.632,113.176,0.359
249,Are You Gonna Go My Way,Lenny Kravitz,1993,3.532216667,73,0.619,0.00165,0.67,129.269,0.777
257,Today - Remastered,The Smashing Pumpkins,1993,3.352883333,61,0.457,3.29E-05,0.825,82.539,0.414
270,Heart-Shaped Box,Nirvana,1993,4.686,75,0.256,0.199,0.641,203.006,0.382
272,Sober,TOOL,1993,5.114216667,68,0.385,0.000183,0.673,149.272,0.187
309,Cannonball,The Breeders,1993,3.56155,65,0.502,0.00915,0.758,112.508,0.729
321,Mr. Jones,Counting Crows,1993,4.538216667,76,0.578,0.183,0.817,141.621,0.726
327,Disarm - Remastered,The Smashing Pumpkins,1993,3.28175,65,0.527,0.142,0.418,129.517,0.217
334,Daughter (Remastered),Pearl Jam,1993,3.90555,68,0.615,0.00746,0.702,96.99,0.734
421,In-A-Gadda-Da-Vida - Single Version,Iron Butterfly,1993,2.899766667,56,0.472,0.00291,0.526,119.44,0.771
647,Elderly Woman Behind the Counter in a Small Town (Remastered),Pearl Jam,1993,3.269766667,63,0.291,0.0519,0.493,182.032,0.183
687,Rape Me,Nirvana,1993,2.833333333,64,0.42,0.0141,0.746,111.886,0.229
713,Cherub Rock - Remastered 2011,The Smashing Pumpkins,1993,4.970883333,62,0.371,5.91E-06,0.866,87.254,0.447
818,Animal (Remastered),Pearl Jam,1993,2.792,54,0.493,7.52E-05,0.955,106.088,0.473
1101,Fade Into You,Mazzy Star,1993,4.926666667,72,0.42,0.245,0.33,157.143,0.175
1176,Shape Of My Heart,Sting,1993,4.653766667,73,0.537,0.691,0.373,83.936,0.244
1198,Hang On,Teenage Fanclub,1993,5.09,21,0.281,0.0159,0.596,147.625,0.474
1312,All I Wanna Do,Sheryl Crow,1993,4.5351,67,0.82,0.111,0.528,120.091,0.931
1325,Dumb,Nirvana,1993,2.53155,64,0.697,0.428,0.395,113.589,0.876
1346,Dissident (Remastered),Pearl Jam,1993,3.5831,55,0.267,0.00304,0.864,146.691,0.531
1383,Start Choppin',Dinosaur Jr.,1993,5.669766667,52,0.373,0.00411,0.755,111.813,0.57
1392,Fields Of Gold,Sting,1993,3.704,0,0.649,0.359,0.308,103.975,0.341
1405,Regret - 2015 Remaster,New Order,1993,4.14955,58,0.506,0.00146,0.931,129.568,0.865
1461,For Tomorrow - 2012 Remaster,Blur,1993,4.354,49,0.631,0.0143,0.84,95.849,0.653
1536,Rid Of Me,PJ Harvey,1993,4.480433333,51,0.715,0.00485,0.0885,125.383,0.544
1637,You,Candlebox,1993,4.952883333,55,0.329,0.00789,0.861,195.303,0.599
1682,Love Is Like Oxygen,Sweet,1993,3.792216667,42,0.567,0.242,0.455,123.416,0.58
1791,Shock To The System,Billy Idol,1993,3.561766667,39,0.548,0.000752,0.949,84.588,0.686
1864,Into Your Arms,The Lemonheads,1993,2.7451,56,0.504,0.0661,0.782,123.883,0.619
1873,Cover Me,Candlebox,1993,4.7591,53,0.591,0.00619,0.638,131.113,0.348
1962,Pets,Porno for Pyros,1993,3.612216667,57,0.578,0.05,0.515,112.879,0.302
1974,Time Is Tight,Various Artists,1993,3.253766667,53,0.772,0.067,0.43,134.561,0.959
2044,Glorified G (Remastered),Pearl Jam,1993,3.406883333,46,0.545,0.000278,0.86,115.32,0.726
2046,Without a Trace,Soul Asylum,1993,3.562216667,18,0.511,0.00046,0.708,123.543,0.421
2072,Amazing,Aerosmith,1993,5.936,68,0.308,0.0645,0.747,139.454,0.278
2210,Warfair,Clawfinger,1993,3.804433333,12,0.626,0.122,0.977,99.881,0.694
2273,If I Ever Lose My Faith In You,Sting,1993,4.508883333,58,0.575,0.00952,0.727,97.995,0.504
2282,Swimming In Your Ocean,Crash Test Dummies,1993,3.817766667,36,0.613,0.0986,0.795,93.873,0.643
2299,Rain King,Counting Crows,1993,4.262883333,55,0.479,0.507,0.883,78.592,0.732
2321,Trash,Suede,1993,4.144666667,22,0.434,0.00079,0.992,124.601,0.159
2407,Sweet Harmony,The Beloved,1993,5.024433333,62,0.573,0.0144,0.837,101.59,0.796
2493,Villa Rosie - 2012 Remaster,Blur,1993,3.9151,26,0.456,0.0662,0.748,96.438,0.586
2650,Sunflower,Paul Weller,1993,4.113766667,43,0.495,0.117,0.643,104.976,0.412
2725,Colin Zeal - 2012 Remaster,Blur,1993,3.270666667,29,0.596,0.0135,0.828,128.427,0.676
2731,Chemical World (Including 'Intermission') - 2012 Remaster,Blur,1993,6.562666667,35,0.312,0.0372,0.816,140.744,0.551
2758,Ain't It Fun,Guns N' Roses,1993,5.096666667,53,0.325,0.000105,0.953,118.503,0.397
2772,Raw Power,Guns N' Roses,1993,3.1971,47,0.308,0.00319,0.996,181.331,0.375
2799,Come To My Window,Melissa Etheridge,1993,3.933333333,55,0.512,0.08,0.636,97.257,0.499
2965,Divorce Song (Remastered),Liz Phair,1993,3.334883333,35,0.648,0.0329,0.845,120.368,0.709
3067,5 Days in May - Remastered 2012 version,Blue Rodeo,1993,7.234216667,49,0.56,0.43,0.437,154.884,0.365
3099,Wild Wood,Paul Weller,1993,3.3711,56,0.594,0.418,0.224,153.726,0.513
3135,The Truth,Clawfinger,1993,4.2111,20,0.674,0.056,0.968,95.881,0.755
3197,Web in Front,Archers Of Loaf,1993,2.110866667,44,0.569,0.0173,0.866,135.403,0.96
3261,Homesick,Soul Asylum,1993,3.58155,15,0.486,0.0197,0.582,131.577,0.385
3315,Black Gold,Soul Asylum,1993,3.963766667,21,0.589,0.00826,0.588,114.881,0.118
3353,Judgment Night,Various Artists,1993,4.57555,41,0.522,0.00117,0.78,186.921,0.459
3366,Kids In America,Kim Wilde,1993,3.427333333,0,0.565,0.0762,0.853,159.332,0.338
3379,Round Here,Counting Crows,1993,5.523333333,62,0.314,0.144,0.478,94.203,0.186
3441,Dreams,The Cranberries,1993,4.526,73,0.551,0.00313,0.643,128.661,0.514
3649,Fox On The Run,Sweet,1993,3.428883333,56,0.523,0.0308,0.762,128.064,0.881
3676,Stay Together,Suede,1993,4.326,29,0.136,0.571,0.746,174.176,0.21
3716,Berlin Chair,You Am I,1993,2.577766667,49,0.271,0.0404,0.882,142.92,0.423
3742,La Bamba,Los Lobos,1993,2.878883333,62,0.348,0.0699,0.751,156.509,0.886
3854,Euro-Trash Girl,Cracker,1993,8.066666667,41,0.49,0.0349,0.422,172.307,0.722
3902,Pennyroyal Tea,Nirvana,1993,3.646883333,58,0.428,0.000351,0.449,113.308,0.196
4119,My Country,Midnight Oil,1993,4.852883333,30,0.495,0.00183,0.838,120.447,0.665
4133,Victim of Changes,Judas Priest,1993,7.175333333,28,0.33,0.00111,0.879,87.506,0.396
4299,Positive Bleeding,Urge Overkill,1993,3.7011,28,0.501,0.0015,0.895,127.605,0.675
4301,"Stay (Faraway, So Close!)",U2,1993,4.973766667,63,0.561,0.186,0.51,94.079,0.719
4315,I'm The Only One,Melissa Etheridge,1993,4.916666667,60,0.614,0.0448,0.476,84.938,0.644
4328,I Should Have Known Better - Rerecorded,Jim Diamond,1993,4.139333333,52,0.488,0.163,0.33,78.363,0.178
4370,Ordinary World,Duran Duran,1993,5.67,73,0.472,0.0131,0.652,140.124,0.401
4597,Because the Night - Live Unplugged,"10,000 Maniacs",1993,3.722883333,61,0.408,0.26,0.79,122.624,0.347
4664,Prison Sex,TOOL,1993,4.938666667,59,0.49,0.000288,0.78,108.138,0.388
5017,29 Palms - 2006 Remaster,Robert Plant,1993,4.8651,58,0.657,0.0882,0.658,116.817,0.827
5018,An Old Fashioned Love Song,Three Dog Night,1993,3.844883333,45,0.46,0.478,0.498,101.392,0.84
5042,Get Off This,Cracker,1993,4.433333333,43,0.517,0.000886,0.921,108.205,0.679
5127,Sister Havana,Urge Overkill,1993,3.846666667,43,0.591,0.000983,0.803,136.769,0.729
5198,Dogs Of Lust,The The,1993,3.147766667,39,0.414,0.000693,0.881,162.038,0.756
5224,Heterosexual Man,Odds,1993,3.538883333,32,0.601,0.000327,0.669,139.156,0.923
5255,Out of My Head,Junkhouse,1993,3.791333333,31,0.33,0.044,0.845,131.165,0.487
5352,Cherub Rock - Remastered 2011,The Smashing Pumpkins,1993,4.970883333,64,0.382,5.91E-06,0.867,87.309,0.453
5395,The Druid,Sleep,1993,4.87,39,0.206,0.000255,0.842,87.193,0.394
5398,Dragonaut,Sleep,1993,5.719333333,54,0.352,0.00254,0.65,123.607,0.464
58,Basket Case,Green Day,1994,3.02555,79,0.442,0.00293,0.943,85.064,0.781
76,Loser,Beck,1994,3.916666667,70,0.654,0.0337,0.611,85.387,0.786
99,Black Hole Sun,Soundgarden,1994,5.309766667,76,0.35,0.000217,0.828,105.435,0.147
109,Interstate Love Song - 2019 Remaster,Stone Temple Pilots,1994,3.24755,72,0.215,0.000273,0.927,170.814,0.49
171,When I Come Around,Green Day,1994,2.966666667,74,0.531,0.0175,0.909,97.546,0.814
197,Better Man,Pearl Jam,1994,4.476433333,67,0.445,0.165,0.671,125.712,0.267
214,Live Forever - Remastered,Oasis,1994,4.611016667,24,0.104,2.39E-05,0.794,83.972,0.179
238,Sabotage,Beastie Boys,1994,2.974,72,0.324,0.032,0.938,168.131,0.543
245,Lightning Crashes,Live,1994,5.426666667,67,0.385,0.241,0.433,89.974,0.427
271,Closer,Nine Inch Nails,1994,6.221766667,60,0.546,0.000273,0.724,89.991,0.586
306,Say It Ain't So,Weezer,1994,4.313766667,74,0.634,0.00737,0.551,151.779,0.453
314,Hallelujah,Jeff Buckley,1994,6.888666667,5,0.339,0.921,0.143,101.213,0.0948
357,Longview,Green Day,1994,3.887333333,67,0.381,0.00834,0.732,142.504,0.814
359,Zombie,The Cranberries,1994,5.1071,81,0.307,0.0154,0.635,166.973,0.304
365,Glycerine - Remastered,Bush,1994,4.44155,63,0.421,0.0342,0.335,114.227,0.0889
386,Spoonman,Soundgarden,1994,4.115333333,68,0.457,2.17E-05,0.902,92.711,0.834
393,Janie's Got A Gun,Aerosmith,1994,5.493766667,58,0.631,0.00786,0.763,115.121,0.387
412,Love In An Elevator - Single Version,Aerosmith,1994,5.363766667,50,0.449,0.00854,0.961,93.956,0.602
447,I Alone,Live,1994,3.852216667,62,0.396,0.00228,0.817,90.264,0.0992
469,"What's The Frequency, Kenneth?",R.E.M.,1994,4.006666667,55,0.4,0.173,0.915,94.804,0.742
489,Shine,Collective Soul,1994,5.100666667,68,0.54,0.294,0.423,150.135,0.353
497,The Man Who Sold The World,Nirvana,1994,4.35155,74,0.483,0.425,0.753,115.102,0.42
591,Fell On Black Days,Soundgarden,1994,4.7171,66,0.574,0.00152,0.739,101.069,0.514
612,Comedown - Remastered,Bush,1994,5.444433333,51,0.469,6.53E-05,0.803,139.631,0.384
678,Corduroy - Remastered,Pearl Jam,1994,4.626433333,56,0.487,0.00241,0.93,131.304,0.134
718,Everything Zen - Remastered,Bush,1994,4.63555,50,0.48,0.000316,0.848,134.227,0.354
723,Lake Of Fire,Nirvana,1994,2.932883333,66,0.541,0.277,0.618,145.464,0.68
756,Vasoline - 2019 Remaster,Stone Temple Pilots,1994,2.942433333,62,0.295,0.00147,0.977,168.672,0.353
853,Rocks,Primal Scream,1994,3.602666667,60,0.618,0.000247,0.855,127.671,0.935
941,Sour Times,Portishead,1994,4.204433333,60,0.698,0.0508,0.633,94.085,0.55
961,What It Takes,Aerosmith,1994,5.182883333,52,0.528,0.00424,0.729,142.875,0.347
992,Doll Parts,Hole,1994,3.532666667,60,0.245,0.147,0.542,204.824,0.365
1036,Stagger Lee,Lloyd Price,1994,2.416,48,0.396,0.675,0.618,69.835,0.824
1071,Hurt,Nine Inch Nails,1994,6.26555,58,0.49,0.773,0.158,79.833,0.0826
1092,What Would You Say,Dave Matthews Band,1994,3.70555,52,0.639,0.12,0.942,119.673,0.636
1100,Tequila,The Champs,1994,2.254,59,0.671,0.121,0.742,89.748,0.897
